customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
SA50567,Nevada,M,Bachelor,5448,85296,68,0,Personal Auto,Four-Door Car,342
KJ31611,Arizona,M,High School or Below,10808,31063,92,0,Personal Auto,Four-Door Car,441
VL37375,California,M,Bachelor,6185,0,92,0,Personal Auto,Two-Door Car,1027
KN21017,Nevada,M,High School or Below,3208,52367,81,0,Personal Auto,Four-Door Car,275
PX44289,Arizona,M,College,5480,58651,71,0,Personal Auto,Four-Door Car,472
AM97901,Nevada,F,College,22986,84831,192,0,Special Auto,Luxury,1336
RE42925,Oregon,M,Bachelor,13107,49088,114,1,Corporate Auto,SUV,547
TR81766,California,F,College,7462,70263,93,0,Corporate Auto,Two-Door Car,7
CH85057,Oregon,F,Doctor,11463,45354,285,0,Personal Auto,Luxury,540
UP71482,Arizona,M,High School or Below,7236,0,63,0,Personal Auto,Four-Door Car,383
EG40670,California,F,Bachelor,6232,28334,83,0,Special Auto,Four-Door Car,537
HV83672,Oregon,F,Bachelor,28393,38772,90,0,Personal Auto,Four-Door Car,321
MG10140,Oregon,F,College,3746,41479,94,1,Personal Auto,Two-Door Car,19
TC44716,California,M,Bachelor,21569,23909,119,0,Personal Auto,SUV,571
QO65264,California,M,College,5012,48328,63,0,Personal Auto,Two-Door Car,108
EB66698,California,M,High School or Below,3371,86689,85,0,Corporate Auto,Two-Door Car,408
OT52034,California,M,Bachelor,3864,24204,99,1,Personal Auto,Four-Door Car,707
CH85444,Oregon,M,College,4145,25943,110,0,Corporate Auto,Two-Door Car,1067
PU85769,California,M,High School or Below,5156,0,73,0,Personal Auto,Four-Door Car,807
UI73201,California,M,College,3667,62375,92,0,Personal Auto,Two-Door Car,618
SL50592,California,F,High School or Below,7835,0,71,0,Corporate Auto,Four-Door Car,404
XP11075,Arizona,M,Bachelor,14567,0,148,0,Personal Auto,SUV,710
SI31236,Oregon,M,Bachelor,10171,70200,65,0,Corporate Auto,Four-Door Car,312
JN26745,Nevada,F,Bachelor,4135,0,112,0,Special Auto,Four-Door Car,707
VK48036,Oregon,F,College,5511,79027,70,0,Corporate Auto,Four-Door Car,336
JX76668,Washington,F,High School or Below,11314,62935,141,0,Personal Auto,Luxury,232
DS45802,California,F,High School or Below,5414,26893,68,0,Personal Auto,Four-Door Car,68
OA96690,Oregon,F,High School or Below,7421,47406,94,1,Personal Auto,Four-Door Car,287
EM27919,California,M,Bachelor,4458,17622,65,1,Personal Auto,Four-Door Car,312
QO41043,Oregon,F,College,14476,27572,124,0,Corporate Auto,SUV,595
OV50124,Oregon,F,College,4936,0,72,2,Personal Auto,Two-Door Car,391
PR31642,Oregon,F,Bachelor,4525,32802,114,0,Personal Auto,SUV,547
BU41599,Washington,F,Master,5581,62739,70,0,Personal Auto,Two-Door Car,239
TK30357,California,F,Bachelor,14134,90844,118,0,Personal Auto,SUV,232
NF31087,Nevada,F,High School or Below,24723,44685,69,0,Personal Auto,Four-Door Car,331
NH16984,California,F,Bachelor,2838,0,80,0,Personal Auto,Four-Door Car,336
OS75493,California,F,High School or Below,3848,42589,98,0,Corporate Auto,Four-Door Car,470
VT63298,Oregon,M,Bachelor,19504,0,72,0,Personal Auto,Four-Door Car,345
QS75550,Washington,F,Bachelor,2480,93383,62,0,Corporate Auto,Two-Door Car,244
SZ16483,Arizona,F,High School or Below,4361,79583,109,2,Personal Auto,Four-Door Car,523
VM92311,Arizona,F,High School or Below,2529,89129,64,0,Personal Auto,Four-Door Car,328
NJ46849,Arizona,M,College,2504,0,69,0,Personal Auto,Four-Door Car,496
WZ31900,Oregon,F,Bachelor,8649,94389,107,0,Corporate Auto,SUV,85
RG30482,Oregon,F,College,13668,0,197,0,Personal Auto,SUV,1418
ZM86949,Oregon,F,High School or Below,20635,84106,64,0,Personal Auto,Two-Door Car,334
QQ39596,Arizona,F,College,2517,0,69,0,Personal Auto,Four-Door Car,42
FH51383,California,F,High School or Below,5326,76717,66,0,Personal Auto,Two-Door Car,300
BJ53923,Arizona,M,High School or Below,2600,51978,66,0,Corporate Auto,Four-Door Car,144
CZ96653,Oregon,F,Bachelor,8534,47325,107,0,Personal Auto,SUV,64
FB23788,Oregon,M,High School or Below,8828,86721,111,0,Corporate Auto,SUV,532
NT43594,Nevada,F,Bachelor,2248,24910,63,1,Personal Auto,Four-Door Car,347
RJ85627,Washington,F,Bachelor,12302,43817,62,1,Personal Auto,Four-Door Car,245
KJ86296,Oregon,M,High School or Below,4556,0,73,2,Personal Auto,Four-Door Car,525
PI47776,Oregon,F,Bachelor,2530,89451,63,0,Corporate Auto,Four-Door Car,61
MD73554,California,M,College,5251,59537,66,0,Personal Auto,Two-Door Car,316
UX92071,Oregon,M,High School or Below,6743,0,199,0,Personal Auto,Luxury,955
YG44474,Oregon,M,College,14014,54193,117,0,Corporate Auto,SUV,720
UH45301,Oregon,M,College,9438,86946,118,0,Personal Auto,Four-Door Car,340
RY92647,California,F,Bachelor,10506,0,92,0,Personal Auto,Four-Door Car,546
IK12620,Arizona,F,High School or Below,4213,12160,109,0,Personal Auto,Four-Door Car,489
GQ66762,California,M,College,4773,33701,63,0,Personal Auto,Four-Door Car,171
YT69858,Washington,F,Bachelor,5441,85702,67,0,Personal Auto,Two-Door Car,249
XD85577,California,M,Bachelor,2842,69417,73,1,Personal Auto,Four-Door Car,30
TM65736,Oregon,M,Master,3059,38644,78,1,Personal Auto,Four-Door Car,361
VJ51327,California,F,High School or Below,20314,63209,102,2,Personal Auto,SUV,207
GS98873,Arizona,F,Bachelor,3239,16061,88,0,Personal Auto,Four-Door Car,633
CW49887,California,F,Master,4626,79487,114,0,Special Auto,SUV,547
MY31220,California,F,College,8997,54230,112,0,Personal Auto,Two-Door Car,537
AA71604,California,F,Bachelor,7936,39295,193,0,Personal Auto,Four-Door Car,404
